schedule_id,subject_id,subject_name,professor,department,grade,subject_type,day_of_week,start_time,end_time,duration
13509,10824,스마트시스템입문,김영현,전자공학부,2.0,전기,금,7.0,8.5,1.5
13510,10825,스마트시스템입문,조정완,전자공학부,2.0,전기,화,1.0,2.5,1.5
13511,10825,스마트시스템입문,조정완,전자공학부,2.0,전기,목,5.5,7.0,1.5
13512,10826,스마트시스템입문,조정완,전자공학부,2.0,전기,화,2.5,4.0,1.5
13513,10826,스마트시스템입문,조정완,전자공학부,2.0,전기,목,7.0,8.5,1.5
13514,10827,스마트시스템입문,김영현,전자공학부,2.0,전기,목,4.0,5.5,1.5
13515,10827,스마트시스템입문,김영현,전자공학부,2.0,전기,금,5.5,7.0,1.5
13516,10828,디지털실험,양운근,전자공학부,2.0,전핵,화,3.0,5.0,2.0
13517,10829,디지털실험,김영현,전자공학부,2.0,전핵,금,2.0,4.0,2.0
13518,10830,디지털실험,이경순,전자공학부,2.0,전핵,월,5.0,7.0,2.0
13519,10831,디지털실험,이경순,전자공학부,2.0,전핵,월,9.0,11.0,2.0
13520,10832,디지털실험,양운근,전자공학부,2.0,전핵,화,6.0,8.0,2.0
13521,10833,전자기학,전석희,전자공학부,2.0,전핵,화,8.5,10.0,1.5
13522,10833,전자기학,전석희,전자공학부,2.0,전핵,목,4.0,5.5,1.5
13523,10834,전자기학,전석희,전자공학부,2.0,전핵,화,7.0,8.5,1.5
13524,10834,전자기학,전석희,전자공학부,2.0,전핵,목,2.5,4.0,1.5
13525,10835,전자기학,서정현,전자공학부,2.0,전핵,월,7.0,9.0,2.0
13526,10835,전자기학,서정현,전자공학부,2.0,전핵,수,7.0,8.0,1.0
13527,10836,전자기학,서정현,전자공학부,2.0,전핵,월,2.0,4.0,2.0
13528,10836,전자기학,서정현,전자공학부,2.0,전핵,수,4.0,5.0,1.0
13529,10837,프로그래밍언어,최욱,전자공학부,2.0,전심,화,10.0,11.5,1.5
13530,10837,프로그래밍언어,최욱,전자공학부,2.0,전심,수,2.5,4.0,1.5
13531,10838,프로그래밍언어,최욱,전자공학부,2.0,전심,월,8.5,10.0,1.5
13532,10838,프로그래밍언어,최욱,전자공학부,2.0,전심,수,5.5,7.0,1.5
13533,10839,반도체소자,정은교,전자공학부,3.0,전핵,월,2.5,4.0,1.5
13534,10839,반도체소자,정은교,전자공학부,3.0,전핵,수,4.0,5.5,1.5
13535,10840,반도체소자,정은교,전자공학부,3.0,전핵,월,7.0,8.5,1.5
13536,10840,반도체소자,정은교,전자공학부,3.0,전핵,수,2.5,4.0,1.5
13537,10841,반도체소자,이영훈,전자공학부,3.0,전핵,화,5.5,7.0,1.5
13538,10841,반도체소자,이영훈,전자공학부,3.0,전핵,수,7.0,8.5,1.5
13539,10842,전자회로,유종근,전자공학부,3.0,전핵,수,5.0,7.0,2.0
13540,10842,전자회로,유종근,전자공학부,3.0,전핵,금,7.0,8.0,1.0
13541,10843,전자회로,유종근,전자공학부,3.0,전핵,화,2.0,3.0,1.0
13542,10843,전자회로,유종근,전자공학부,3.0,전핵,목,2.0,4.0,2.0
13543,10844,전자회로,유종근,전자공학부,3.0,전핵,화,3.0,4.0,1.0
13544,10844,전자회로,유종근,전자공학부,3.0,전핵,목,5.0,7.0,2.0
13545,10845,전자회로,유종근,전자공학부,3.0,전핵,수,2.0,4.0,2.0
13546,10845,전자회로,유종근,전자공학부,3.0,전핵,금,1.0,2.0,1.0
13547,10846,전자회로실험,이병진,전자공학부,3.0,전핵,화,8.0,10.0,2.0
13548,10847,전자회로실험,유종근,전자공학부,3.0,전핵,금,2.0,4.0,2.0
13549,10848,전자회로실험,유종근,전자공학부,3.0,전핵,금,5.0,7.0,2.0
13550,10849,전자회로실험,이병진,전자공학부,3.0,전핵,화,5.0,7.0,2.0
13551,10850,전자회로실험,이병진,전자공학부,3.0,전핵,화,3.0,5.0,2.0
13552,10851,신호및시스템,변상원,전자공학부,3.0,전심,수,5.5,7.0,1.5
13553,10851,신호및시스템,변상원,전자공학부,3.0,전심,금,7.0,8.5,1.5
13554,10852,신호및시스템,변상원,전자공학부,3.0,전심,수,7.0,8.5,1.5
13555,10852,신호및시스템,변상원,전자공학부,3.0,전심,금,5.5,7.0,1.5
13556,10853,인공지능,조환호,전자공학부,3.0,전심,월,5.5,7.0,1.5
13557,10853,인공지능,조환호,전자공학부,3.0,전심,목,5.5,7.0,1.5
13558,10854,인공지능,조환호,전자공학부,3.0,전심,월,2.5,4.0,1.5
13559,10854,인공지능,조환호,전자공학부,3.0,전심,목,2.5,4.0,1.5
13560,10855,캡스턴디자인1,서정현,전자공학과,4.0,전핵,화,2.5,4.0,1.5
13561,10855,캡스턴디자인1,서정현,전자공학과,4.0,전핵,수,8.5,10.0,1.5
13562,10856,캡스턴디자인1,양운근,전자공학과,4.0,전핵,수,17.5,19.0,1.5
13563,10857,캡스턴디자인1,홍연찬,전자공학과,4.0,전핵,화,7.0,10.0,3.0
13564,10858,캡스턴디자인1,홍연찬,전자공학과,4.0,전핵,화,10.0,13.0,3.0
13565,10859,고체전자소자,김태훈,전자공학과,4.0,전심,화,5.5,7.0,1.5
13566,10859,고체전자소자,김태훈,전자공학과,4.0,전심,목,8.5,10.0,1.5
13567,10860,아날로그집적회로,송준영,전자공학과,4.0,전심,수,7.0,8.5,1.5
13568,10860,아날로그집적회로,송준영,전자공학과,4.0,전심,목,7.0,8.5,1.5
13569,10861,제어공학,유세선,전자공학과,4.0,전심,수,2.5,4.0,1.5
13570,10861,제어공학,유세선,전자공학과,4.0,전심,목,5.5,7.0,1.5
13571,10862,제어공학,유세선,전자공학과,4.0,전심,수,1.0,2.5,1.5
13572,10862,제어공학,유세선,전자공학과,4.0,전심,목,2.5,4.0,1.5
13573,10864,대학수학(1),김흥숙,전기공학과,1.0,기교,목,2.0,5.0,3.0
13574,10865,대학수학(1),이혜경,전기공학과,1.0,기교,목,2.0,5.0,3.0
13575,10866,컴퓨터프로그래밍,서재완,전기공학과,1.0,전핵,화,2.5,4.0,1.5
13576,10866,컴퓨터프로그래밍,서재완,전기공학과,1.0,전핵,수,2.5,4.0,1.5
13577,10867,컴퓨터프로그래밍,강동우,전기공학과,1.0,전핵,월,7.0,8.5,1.5
13578,10867,컴퓨터프로그래밍,강동우,전기공학과,1.0,전핵,화,4.0,5.5,1.5
13579,10868,공학수학(1),안덕주,전기공학과,2.0,전기,월,2.5,4.0,1.5
13580,10868,공학수학(1),안덕주,전기공학과,2.0,전기,금,2.5,4.0,1.5
13581,10869,공학수학(1),안덕주,전기공학과,2.0,전기,화,2.5,4.0,1.5
13582,10869,공학수학(1),안덕주,전기공학과,2.0,전기,금,5.5,7.0,1.5
13583,10870,전기.전자기초실험,김준석,전기공학과,2.0,전기,목,4.0,6.0,2.0
13584,10871,전기.전자기초실험,김준석,전기공학과,2.0,전기,목,2.0,4.0,2.0
13585,10872,전기.전자기초실험,김용하,전기공학과,2.0,전기,목,8.0,10.0,2.0
13586,10873,전기.전자기초실험,김용하,전기공학과,2.0,전기,목,6.0,8.0,2.0
13587,10874,전자기학(1),이우찬,전기공학과,2.0,전핵,화,4.0,5.5,1.5
13588,10874,전자기학(1),이우찬,전기공학과,2.0,전핵,수,8.5,10.0,1.5
13589,10875,전자기학(1),이우찬,전기공학과,2.0,전핵,월,4.0,5.5,1.5
13590,10875,전자기학(1),이우찬,전기공학과,2.0,전핵,화,7.0,8.5,1.5
13591,10876,회로이론(1),정영식,전기공학과,2.0,전핵,수,1.0,4.0,3.0
13592,10877,회로이론(1),정영식,전기공학과,2.0,전핵,수,5.5,8.5,3.0
13593,10878,기초반도체공학,MORE VIVEK MOHAN,전기공학과,2.0,전심,금,7.0,10.0,3.0
13594,10879,디지털공학개론,최현규,전기공학과,2.0,전심,월,8.5,10.0,1.5
13595,10879,디지털공학개론,최현규,전기공학과,2.0,전심,화,1.0,2.5,1.5
13596,10880,응용선형대수,이동길,전기공학과,2.0,전심,월,1.0,2.5,1.5
13597,10880,응용선형대수,이동길,전기공학과,2.0,전심,금,1.0,2.5,1.5
13598,10881,전기에너지와이노베이션,김학만,전기공학과,2.0,전심,화,5.5,7.0,1.5
13599,10881,전기에너지와이노베이션,김학만,전기공학과,2.0,전심,수,4.0,5.5,1.5
13600,10882,전기실험(2),우정민,전기공학과,3.0,전기,금,4.0,6.0,2.0
13601,10883,전기실험(2),윤주형,전기공학과,3.0,전기,화,4.0,6.0,2.0
13602,10884,전기실험(2),윤주형,전기공학과,3.0,전기,화,2.0,4.0,2.0
13603,10885,전기실험(2),우정민,전기공학과,3.0,전기,금,2.0,4.0,2.0
13604,10886,전기기기(1),강동우,전기공학과,3.0,전핵,월,4.0,5.5,1.5
13605,10886,전기기기(1),강동우,전기공학과,3.0,전핵,수,2.5,4.0,1.5
13606,10887,전기기기(1),허진,전기공학과,3.0,전핵,월,2.5,4.0,1.5
13607,10887,전기기기(1),허진,전기공학과,3.0,전핵,수,1.0,2.5,1.5
13608,10888,전기물성론,김준동,전기공학과,3.0,전핵,월,7.0,9.0,2.0
13609,10888,전기물성론,김준동,전기공학과,3.0,전핵,화,1.0,2.0,1.0
13610,10889,전력전자공학,최현규,전기공학과,3.0,전핵,월,5.5,7.0,1.5
13611,10889,전력전자공학,최현규,전기공학과,3.0,전핵,수,4.0,5.5,1.5
13612,10890,전력전자공학,윤한신,전기공학과,3.0,전핵,수,5.5,7.0,1.5
13613,10890,전력전자공학,윤한신,전기공학과,3.0,전핵,목,5.5,7.0,1.5
13614,10891,신호및시스템,이명훈,전기공학과,3.0,전심,수,8.5,10.0,1.5
13615,10891,신호및시스템,이명훈,전기공학과,3.0,전심,목,7.0,8.5,1.5
13616,10892,에너지발생 및 운용,김용하,전기공학과,3.0,전심,목,2.5,4.0,1.5
13617,10893,인공지능개론,이명훈,전기공학과,3.0,전심,수,7.0,8.5,1.5
13618,10893,인공지능개론,이명훈,전기공학과,3.0,전심,목,1.0,2.5,1.5
13619,10894,전기응용,우정민,전기공학과,3.0,전심,화,6.0,8.0,2.0
13620,10894,전기응용,우정민,전기공학과,3.0,전심,목,9.0,10.0,1.0
13621,10895,광전기에너지공학,윤주형,전기공학과,4.0,전심,월,5.5,7.0,1.5
13622,10895,광전기에너지공학,윤주형,전기공학과,4.0,전심,수,7.0,8.5,1.5
13623,10896,무선에너지변환,안덕주,전기공학과,4.0,전심,월,1.0,2.5,1.5
13624,10896,무선에너지변환,안덕주,전기공학과,4.0,전심,화,8.5,10.0,1.5
13625,10897,송배전설계,서재완,전기공학과,4.0,전심,수,5.0,7.0,2.0
13626,10897,송배전설계,서재완,전기공학과,4.0,전심,금,5.0,7.0,2.0
13627,10898,신재생에너지공학,김학만,전기공학과,4.0,전심,화,7.0,8.5,1.5
13628,10898,신재생에너지공학,김학만,전기공학과,4.0,전심,수,1.0,2.5,1.5
13629,10899,전기기기제어론,김준석,전기공학과,4.0,전심,월,4.0,5.5,1.5
13630,10899,전기기기제어론,김준석,전기공학과,4.0,전심,화,5.5,7.0,1.5
13631,10900,캡스톤설계(1),이동길,전기공학과,4.0,전심,목,6.0,10.0,4.0
13632,10901,캡스톤설계(1),김준석,전기공학과,4.0,전심,목,6.0,10.0,4.0
13633,10902,캡스톤설계(1),서재완,전기공학과,4.0,전심,목,6.0,10.0,4.0
13634,10903,현대제어,이동길,전기공학과,4.0,전심,월,2.5,4.0,1.5
13635,10903,현대제어,이동길,전기공학과,4.0,전심,화,2.5,4.0,1.5
13636,10909,대학수학(1),이강주,기계공학과,1.0,기교,화,5.5,7.0,1.5
13637,10909,대학수학(1),이강주,기계공학과,1.0,기교,수,5.5,7.0,1.5
13638,10910,대학수학(1),이강주,기계공학과,1.0,기교,화,2.5,4.0,1.5
13639,10910,대학수학(1),이강주,기계공학과,1.0,기교,수,7.0,8.5,1.5
13640,10911,대학수학(1),권재성,기계공학과,1.0,기교,월,2.5,4.0,1.5
13641,10911,대학수학(1),권재성,기계공학과,1.0,기교,화,1.0,2.5,1.5
13642,10912,대학수학(1),권재성,기계공학과,1.0,기교,월,7.0,8.5,1.5
13643,10912,대학수학(1),권재성,기계공학과,1.0,기교,수,1.0,2.5,1.5
13644,10913,대학화학,오세영,기계공학과,1.0,기교,금,1.0,4.0,3.0
13645,10914,대학화학,오세영,기계공학과,1.0,기교,금,4.0,7.0,3.0
13646,10915,대학화학,오세영,기계공학과,1.0,기교,금,7.0,10.0,3.0
13647,10916,물리(1),유상구,기계공학과,1.0,기교,월,7.0,10.0,3.0
13648,10917,물리(1),이영희,기계공학과,1.0,기교,월,7.0,10.0,3.0
13649,10918,물리(1),김말진,기계공학과,1.0,기교,월,7.0,10.0,3.0
13650,10919,물리(1),김말진,기계공학과,1.0,기교,월,1.0,4.0,3.0
13651,10920,물리실험(1),송은선,기계공학과,1.0,기교,화,7.0,9.0,2.0
13652,10921,물리실험(1),권남오,기계공학과,1.0,기교,화,7.0,9.0,2.0
13653,10922,물리실험(1),함효식,기계공학과,1.0,기교,화,7.0,9.0,2.0
13654,10923,물리실험(1),송은선,기계공학과,1.0,기교,월,5.0,7.0,2.0
13655,10924,물리실험(1),함효식,기계공학과,1.0,기교,월,5.0,7.0,2.0
13656,10925,물리실험(1),김병훈,기계공학과,1.0,기교,월,5.0,7.0,2.0
13657,10926,물리실험(1),권남오,기계공학과,1.0,기교,월,5.0,7.0,2.0
13658,10927,기계기초프로그래밍,김승권,기계공학과,1.0,전기,목,4.0,5.5,1.5
13659,10927,기계기초프로그래밍,김승권,기계공학과,1.0,전기,금,1.0,2.5,1.5
13660,10928,기계기초프로그래밍,김승권,기계공학과,1.0,전기,목,2.5,4.0,1.5
13661,10928,기계기초프로그래밍,김승권,기계공학과,1.0,전기,금,4.0,5.5,1.5
13662,10929,기계기초프로그래밍,김승권,기계공학과,1.0,전기,목,1.0,2.5,1.5
13663,10929,기계기초프로그래밍,김승권,기계공학과,1.0,전기,금,5.5,7.0,1.5
13664,10930,기계기초프로그래밍,김승권,기계공학과,1.0,전기,목,5.5,7.0,1.5
13665,10930,기계기초프로그래밍,김승권,기계공학과,1.0,전기,금,2.5,4.0,1.5
13666,10931,공학수학 1,신창훈,기계공학과,2.0,전기,월,2.5,4.0,1.5
13667,10931,공학수학 1,신창훈,기계공학과,2.0,전기,금,2.5,4.0,1.5
13668,10932,공학수학 1,신창훈,기계공학과,2.0,전기,월,1.0,2.5,1.5
13669,10932,공학수학 1,신창훈,기계공학과,2.0,전기,수,5.5,7.0,1.5
13670,10933,공학수학 1,김영진,기계공학과,2.0,전기,수,5.0,7.0,2.0
13671,10933,공학수학 1,김영진,기계공학과,2.0,전기,토,1.0,2.0,1.0
13672,10934,공학수학 1,송병근,기계공학과,2.0,전기,월,2.5,4.0,1.5
13673,10934,공학수학 1,송병근,기계공학과,2.0,전기,화,8.5,10.0,1.5
13674,10935,고체역학1,구상모,기계공학과,2.0,전핵,화,2.0,4.0,2.0
13675,10935,고체역학1,구상모,기계공학과,2.0,전핵,수,9.0,10.0,1.0
13676,10936,고체역학1,박동삼,기계공학과,2.0,전핵,화,7.0,10.0,3.0
13677,10937,고체역학1,박형범,기계공학과,2.0,전핵,화,2.0,4.0,2.0
13678,10937,고체역학1,박형범,기계공학과,2.0,전핵,토,5.0,6.0,1.0
13679,10938,고체역학1,박형범,기계공학과,2.0,전핵,화,6.0,8.0,2.0
13680,10938,고체역학1,박형범,기계공학과,2.0,전핵,토,6.0,7.0,1.0
13681,10939,공업열역학1,김상문,기계공학과,2.0,전핵,월,7.0,8.5,1.5
13682,10939,공업열역학1,김상문,기계공학과,2.0,전핵,목,8.5,10.0,1.5
13683,10940,공업열역학1,김상문,기계공학과,2.0,전핵,월,8.5,10.0,1.5
13684,10940,공업열역학1,김상문,기계공학과,2.0,전핵,목,7.0,8.5,1.5
13685,10941,기계재료,전태성,기계공학과,2.0,전핵,화,4.0,5.0,1.0
13686,10941,기계재료,전태성,기계공학과,2.0,전핵,목,5.0,7.0,2.0
13687,10942,기계재료,전태성,기계공학과,2.0,전핵,화,5.0,6.0,1.0
13688,10942,기계재료,전태성,기계공학과,2.0,전핵,수,7.0,9.0,2.0
13689,10943,기계재료,이태선,기계공학과,2.0,전핵,목,5.0,7.0,2.0
13690,10943,기계재료,이태선,기계공학과,2.0,전핵,토,2.0,3.0,1.0
13691,10944,전기전자공학개론,방민호,기계공학과,2.0,전심,월,6.0,7.0,1.0
13692,10944,전기전자공학개론,방민호,기계공학과,2.0,전심,목,2.0,4.0,2.0
13693,10945,전기전자공학개론,김태우,기계공학과,2.0,전심,월,5.0,7.0,2.0
13694,10945,전기전자공학개론,김태우,기계공학과,2.0,전심,토,4.0,5.0,1.0
13695,10946,전기전자공학개론,김태우,기계공학과,2.0,전심,목,2.0,4.0,2.0
13696,10946,전기전자공학개론,김태우,기계공학과,2.0,전심,토,3.0,4.0,1.0
13697,10947,전기전자공학개론,김경태,기계공학과,2.0,전심,수,1.0,2.0,1.0
13698,10947,전기전자공학개론,김경태,기계공학과,2.0,전심,목,2.0,4.0,2.0
13699,10948,수치해석,김백진,기계공학과,3.0,전핵,월,8.5,10.0,1.5
13700,10948,수치해석,김백진,기계공학과,3.0,전핵,수,7.0,8.5,1.5
13701,10949,수치해석,김백진,기계공학과,3.0,전핵,월,7.0,8.5,1.5
13702,10949,수치해석,김백진,기계공학과,3.0,전핵,목,5.5,7.0,1.5
13703,10950,수치해석,한민섭,기계공학과,3.0,전핵,월,8.5,10.0,1.5
13704,10950,수치해석,한민섭,기계공학과,3.0,전핵,수,8.5,10.0,1.5
13705,10951,응용기계수학1,이강주,기계공학과,3.0,전핵,금,3.0,5.0,2.0
13706,10951,응용기계수학1,이강주,기계공학과,3.0,전핵,토,2.0,3.0,1.0
13707,10952,응용기계수학1,김정호,기계공학과,3.0,전핵,금,1.0,3.0,2.0
13708,10952,응용기계수학1,김정호,기계공학과,3.0,전핵,토,1.0,2.0,1.0
13709,10953,응용기계수학1,신성수,기계공학과,3.0,전핵,금,5.0,7.0,2.0
13710,10953,응용기계수학1,신성수,기계공학과,3.0,전핵,토,3.0,4.0,1.0
13711,10954,기계공작법,이태선,기계공학과,3.0,전심,목,2.0,4.0,2.0
13712,10954,기계공작법,이태선,기계공학과,3.0,전심,토,6.0,7.0,1.0
13713,10955,기계공작법,구상모,기계공학과,3.0,전심,화,5.0,7.0,2.0
13714,10955,기계공작법,구상모,기계공학과,3.0,전심,토,4.0,5.0,1.0
13715,10956,기계공작법,구상모,기계공학과,3.0,전심,수,2.0,4.0,2.0
13716,10956,기계공작법,구상모,기계공학과,3.0,전심,토,5.0,6.0,1.0
13717,10957,기계진동,김백진,기계공학과,3.0,전심,월,2.5,4.0,1.5
13718,10957,기계진동,김백진,기계공학과,3.0,전심,목,8.5,10.0,1.5
13719,10958,기계진동,남동호,기계공학과,3.0,전심,화,8.5,10.0,1.5
13720,10958,기계진동,남동호,기계공학과,3.0,전심,목,7.0,8.5,1.5
13721,10959,기계진동,남동호,기계공학과,3.0,전심,화,7.0,8.5,1.5
13722,10959,기계진동,남동호,기계공학과,3.0,전심,목,8.5,10.0,1.5
13723,10960,기계진동,남동호,기계공학과,3.0,전심,화,10.0,13.0,3.0
13724,10961,유체역학(2),한민섭,기계공학과,3.0,전심,월,5.5,7.0,1.5
13725,10961,유체역학(2),한민섭,기계공학과,3.0,전심,수,5.5,7.0,1.5
13726,10962,유체역학(2),권재성,기계공학과,3.0,전심,월,5.5,7.0,1.5
13727,10962,유체역학(2),권재성,기계공학과,3.0,전심,화,2.5,4.0,1.5
13728,10963,유체역학(2),권재성,기계공학과,3.0,전심,월,1.0,2.5,1.5
13729,10963,유체역학(2),권재성,기계공학과,3.0,전심,화,5.5,7.0,1.5
13730,10964,2차전지공학,신성수,기계공학과,4.0,전심,화,5.5,7.0,1.5
13731,10964,2차전지공학,신성수,기계공학과,4.0,전심,목,7.0,8.5,1.5
13732,10965,2차전지공학,신성수,기계공학과,4.0,전심,화,4.0,5.5,1.5
13733,10965,2차전지공학,신성수,기계공학과,4.0,전심,목,8.5,10.0,1.5
13734,10966,MEMS개론,김경태,기계공학과,4.0,전심,월,5.0,7.0,2.0
13735,10966,MEMS개론,김경태,기계공학과,4.0,전심,목,4.0,5.0,1.0
13736,10967,MEMS개론,김경태,기계공학과,4.0,전심,수,9.0,10.0,1.0
13737,10967,MEMS개론,김경태,기계공학과,4.0,전심,목,5.0,7.0,2.0
13738,10968,기계공학실험,남동호,기계공학과,4.0,전심,월,1.0,5.0,4.0
13739,10969,기계공학실험,구상모,기계공학과,4.0,전심,화,10.0,12.0,2.0
13740,10969,기계공학실험,구상모,기계공학과,4.0,전심,목,1.0,3.0,2.0
13741,10970,기계공학실험,김경태,기계공학과,4.0,전심,화,1.0,3.0,2.0
13742,10970,기계공학실험,김경태,기계공학과,4.0,전심,금,1.0,3.0,2.0
13743,10971,기계공학실험,방민호,기계공학과,4.0,전심,화,1.0,3.0,2.0
13744,10971,기계공학실험,방민호,기계공학과,4.0,전심,화,10.0,12.0,2.0
13745,10972,기계공학실험,박형범,기계공학과,4.0,전심,목,1.0,3.0,2.0
13746,10972,기계공학실험,박형범,기계공학과,4.0,전심,금,1.0,3.0,2.0
13747,10973,기계공학실험,한민섭,기계공학과,4.0,전심,월,1.0,5.0,4.0
13748,10974,기계설계,우창기,기계공학과,4.0,전심,화,8.5,10.0,1.5
13749,10974,기계설계,우창기,기계공학과,4.0,전심,수,5.5,7.0,1.5
13750,10975,기계설계,우창기,기계공학과,4.0,전심,화,7.0,8.5,1.5
13751,10975,기계설계,우창기,기계공학과,4.0,전심,수,7.0,8.5,1.5
13752,10976,로봇공학,김영진,기계공학과,4.0,전심,월,5.0,7.0,2.0
13753,10976,로봇공학,김영진,기계공학과,4.0,전심,목,4.0,5.0,1.0
13754,10977,로봇공학,김영진,기계공학과,4.0,전심,수,9.0,10.0,1.0
13755,10977,로봇공학,김영진,기계공학과,4.0,전심,목,5.0,7.0,2.0
13756,10978,마이크로패키징,김정호,기계공학과,4.0,전심,수,4.0,5.5,1.5
13757,10978,마이크로패키징,김정호,기계공학과,4.0,전심,목,10.0,11.5,1.5
13758,10978,마이크로패키징,김정호,기계공학과,4.0,전심,금,7.0,10.0,3.0
13759,10979,시뮬레이션구조설계,박형범,기계공학과,4.0,전심,월,7.0,9.0,2.0
13760,10979,시뮬레이션구조설계,박형범,기계공학과,4.0,전심,화,4.0,5.0,1.0
13761,10980,시뮬레이션구조설계,이선곤,기계공학과,4.0,전심,월,7.0,10.0,3.0
13762,10981,열유체전산설계,한민섭,기계공학과,4.0,전심,수,7.0,8.5,1.5
13763,10981,열유체전산설계,한민섭,기계공학과,4.0,전심,목,7.0,8.5,1.5
13764,10982,캡스톤디자인2,김경태,기계공학과,4.0,전심,수,2.0,4.0,2.0
13765,10982,캡스톤디자인2,김경태,기계공학과,4.0,전심,수,10.0,12.0,2.0
13766,10983,캡스톤디자인2,이태선,기계공학과,4.0,전심,수,2.0,4.0,2.0
13767,10983,캡스톤디자인2,이태선,기계공학과,4.0,전심,수,10.0,12.0,2.0
13768,10984,캡스톤디자인2,방민호,기계공학과,4.0,전심,수,2.0,4.0,2.0
13769,10984,캡스톤디자인2,방민호,기계공학과,4.0,전심,수,10.0,12.0,2.0
13770,10985,소비자와시장,박지우,소비자학과,1.0,전핵,금,2.0,5.0,3.0
13771,10986,소비자의사결정,김종흠,소비자학과,1.0,전핵,월,5.5,7.0,1.5
13772,10986,소비자의사결정,김종흠,소비자학과,1.0,전핵,수,2.5,4.0,1.5
13773,10987,고객서비스,이명현,소비자학과,1.0,전심,월,7.0,10.0,3.0
13774,10988,가계재무설계,성영애,소비자학과,2.0,전핵,월,2.5,4.0,1.5
13775,10988,가계재무설계,성영애,소비자학과,2.0,전핵,목,2.5,4.0,1.5
13776,10989,소비자법과정책,이영애,소비자학과,2.0,전핵,화,8.5,10.0,1.5
13777,10989,소비자법과정책,이영애,소비자학과,2.0,전핵,목,1.0,2.5,1.5
13778,10990,소비자정량조사,최한솔,소비자학과,2.0,전핵,수,7.0,10.0,3.0
13779,10991,금융교육론,조혜진,소비자학과,2.0,전심,월,4.0,5.5,1.5
13780,10991,금융교육론,조혜진,소비자학과,2.0,전심,목,4.0,5.5,1.5
13781,10992,소비문화와트렌드분석,김종흠,소비자학과,2.0,전심,화,5.5,7.0,1.5
13782,10992,소비문화와트렌드분석,김종흠,소비자학과,2.0,전심,수,5.5,7.0,1.5
13783,10993,지속가능소비론,이영애,소비자학과,2.0,전심,화,3.0,5.0,2.0
13784,10993,지속가능소비론,이영애,소비자학과,2.0,전심,목,6.0,7.0,1.0
13785,10994,행동재무학,조혜진,소비자학과,3.0,전핵,수,4.0,5.5,1.5
13786,10994,행동재무학,조혜진,소비자학과,3.0,전핵,목,7.0,8.5,1.5
13787,10995,가계재무상담,곽민주,소비자학과,3.0,전심,화,2.0,5.0,3.0
13788,10996,매장관리,박양희,소비자학과,3.0,전심,금,2.0,5.0,3.0
13789,10997,상품개발론,미배정,소비자학과,3.0,전심,금,6.0,9.0,3.0
13790,10998,신용관리론,곽민주,소비자학과,3.0,전심,화,6.0,9.0,3.0
13791,10999,금융소비자행동분석,조혜진,소비자학과,4.0,전심,월,7.0,10.0,3.0
13792,10999,금융소비자행동분석,조혜진,소비자학과,4.0,전심,수,7.0,10.0,3.0
13793,11000,서비스측정및평가,이영애,소비자학과,4.0,전심,화,7.0,8.5,1.5
13794,11000,서비스측정및평가,이영애,소비자학과,4.0,전심,수,2.5,4.0,1.5
13795,11001,소비자안전,이영애,소비자학과,4.0,전심,화,5.5,7.0,1.5
13796,11001,소비자안전,이영애,소비자학과,4.0,전심,수,1.0,2.5,1.5
13797,11002,e-biz개론,황낙건,무역학부(야),2.0,전핵,월,10.0,13.0,3.0
13798,11003,국제통상론,손기윤,무역학부(야),2.0,전심,수,10.0,13.0,3.0
13799,11004,기업물류및SCM,안영효,무역학부(야),3.0,전심,화,10.0,13.0,3.0
13800,11005,관세론,김필준,무역학부(야),4.0,전심,수,10.0,13.0,3.0
13801,11006,유통관리론,김순홍,무역학부(야),4.0,전심,월,10.0,13.0,3.0
13802,11008,경영학원론,이루리,무역학부,1.0,전핵,화,5.5,7.0,1.5
13803,11008,경영학원론,이루리,무역학부,1.0,전핵,목,5.5,7.0,1.5
13804,11009,경영학원론,유담,무역학부,1.0,전핵,월,5.5,7.0,1.5
13805,11009,경영학원론,유담,무역학부,1.0,전핵,수,5.5,7.0,1.5
13806,11010,경제학원리(1),주현,무역학부,1.0,전핵,화,7.0,10.0,3.0
13807,11011,경제학원리(1),주현,무역학부,1.0,전핵,화,2.5,5.5,3.0
13808,11012,경제학원리(1),옥우석,무역학부,1.0,전핵,월,8.5,10.0,1.5
13809,11012,경제학원리(1),옥우석,무역학부,1.0,전핵,수,2.5,4.0,1.5
13810,11013,경제학원리(1),김순홍,무역학부,1.0,전핵,월,7.0,8.5,1.5
13811,11013,경제학원리(1),김순홍,무역학부,1.0,전핵,화,7.0,8.5,1.5
13812,11014,글로벌비즈니스커뮤니케이션,박진범,무역학부,1.0,전심,월,11.0,14.0,3.0
13813,11015,e-biz개론,황낙건,무역학부,2.0,전핵,월,5.5,8.5,3.0
13814,11016,e-biz개론,유병국,무역학부,2.0,전핵,월,8.5,10.0,1.5
13815,11016,e-biz개론,유병국,무역학부,2.0,전핵,목,8.5,10.0,1.5
13816,11017,국제무역론,이윤,무역학부,2.0,전핵,월,7.0,8.5,1.5
13817,11017,국제무역론,이윤,무역학부,2.0,전핵,화,4.0,5.5,1.5
13818,11018,국제무역론,이윤,무역학부,2.0,전핵,월,2.5,4.0,1.5
13819,11018,국제무역론,이윤,무역학부,2.0,전핵,화,5.5,7.0,1.5
